measure,location,sex,age,cause,metric,year,val,upper,lower
DALYs (Disability-Adjusted Life Years),Canada,Female,Age-standardized,Headache disorders,Rate,2010,968.4083084,2188.72353,145.434984
DALYs (Disability-Adjusted Life Years),Canada,Both,Age-standardized,Headache disorders,Rate,2010,685.0787544,1501.020364,124.4819092
DALYs (Disability-Adjusted Life Years),Cook Islands,Male,Age-standardized,Headache disorders,Rate,2000,444.1795639,962.0471324,86.09303479
DALYs (Disability-Adjusted Life Years),Cook Islands,Female,Age-standardized,Headache disorders,Rate,2000,672.6264997,1534.830816,106.705148
DALYs (Disability-Adjusted Life Years),Cook Islands,Both,Age-standardized,Headache disorders,Rate,2000,555.0835199,1238.92077,97.01972095
DALYs (Disability-Adjusted Life Years),Spain,Male,Age-standardized,Musculoskeletal disorders,Rate,2010,1465.606351,1947.533461,1038.175101
DALYs (Disability-Adjusted Life Years),Spain,Female,Age-standardized,Musculoskeletal disorders,Rate,2010,2060.728273,2746.596608,1480.700942
DALYs (Disability-Adjusted Life Years),Spain,Both,Age-standardized,Musculoskeletal disorders,Rate,2010,1771.65418,2356.681338,1260.328099
DALYs (Disability-Adjusted Life Years),Equatorial Guinea,Male,Age-standardized,Headache disorders,Rate,2000,410.4055403,868.3579894,97.98654991
DALYs (Disability-Adjusted Life Years),Equatorial Guinea,Female,Age-standardized,Headache disorders,Rate,2000,615.7403229,1303.282855,141.6331012
DALYs (Disability-Adjusted Life Years),Equatorial Guinea,Both,Age-standardized,Headache disorders,Rate,2000,523.9185632,1115.104374,123.448149
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Male,Age-standardized,Headache disorders,Rate,2000,332.1316714,664.7317466,102.3827971
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Female,Age-standardized,Headache disorders,Rate,2000,567.8217865,1205.561353,133.4334929
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Both,Age-standardized,Headache disorders,Rate,2000,446.9730881,927.1439028,117.8040442
DALYs (Disability-Adjusted Life Years),Sweden,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1721.304692,2292.825857,1245.984803
DALYs (Disability-Adjusted Life Years),Sweden,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,2359.699169,3109.464035,1721.47253
DALYs (Disability-Adjusted Life Years),Sweden,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,2045.546715,2707.88845,1490.710251
DALYs (Disability-Adjusted Life Years),Costa Rica,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1510.777703,1992.340191,1083.336678
DALYs (Disability-Adjusted Life Years),Costa Rica,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,2260.546253,2936.632425,1646.067276
DALYs (Disability-Adjusted Life Years),Costa Rica,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1893.055343,2472.573956,1379.206471
DALYs (Disability-Adjusted Life Years),Greenland,Male,Age-standardized,Headache disorders,Rate,2000,409.5418257,841.9771637,100.9232571
DALYs (Disability-Adjusted Life Years),Greenland,Female,Age-standardized,Headache disorders,Rate,2000,915.4511728,2073.706955,147.9249654
DALYs (Disability-Adjusted Life Years),Greenland,Both,Age-standardized,Headache disorders,Rate,2000,641.3654792,1402.395475,120.2760104
DALYs (Disability-Adjusted Life Years),Sweden,Male,Age-standardized,Musculoskeletal disorders,Rate,2010,1720.354494,2281.171031,1244.985022
DALYs (Disability-Adjusted Life Years),Sweden,Female,Age-standardized,Musculoskeletal disorders,Rate,2010,2378.661678,3135.266671,1729.742794
DALYs (Disability-Adjusted Life Years),Sweden,Both,Age-standardized,Musculoskeletal disorders,Rate,2010,2051.205429,2705.191342,1491.021795
DALYs (Disability-Adjusted Life Years),Palestine,Male,Age-standardized,Headache disorders,Rate,2000,505.3792576,1083.257425,123.2954153
DALYs (Disability-Adjusted Life Years),Palestine,Female,Age-standardized,Headache disorders,Rate,2000,824.6697869,1840.918785,191.0090754
DALYs (Disability-Adjusted Life Years),Palestine,Both,Age-standardized,Headache disorders,Rate,2000,663.7490759,1437.481832,155.8818862
DALYs (Disability-Adjusted Life Years),Belize,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1245.358802,1667.760955,894.4120749
DALYs (Disability-Adjusted Life Years),Belize,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,1771.340518,2322.541069,1299.2081
DALYs (Disability-Adjusted Life Years),Belize,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1503.840332,1992.871629,1093.237303
DALYs (Disability-Adjusted Life Years),Switzerland,Male,Age-standardized,Musculoskeletal disorders,Rate,2010,2170.686077,2856.133106,1562.733719
DALYs (Disability-Adjusted Life Years),Switzerland,Female,Age-standardized,Musculoskeletal disorders,Rate,2010,3022.577085,3945.156215,2200.64392
DALYs (Disability-Adjusted Life Years),Switzerland,Both,Age-standardized,Musculoskeletal disorders,Rate,2010,2605.095522,3422.222784,1889.176896
DALYs (Disability-Adjusted Life Years),Guatemala,Male,Age-standardized,Headache disorders,Rate,2000,368.5347634,792.663063,80.68621875
DALYs (Disability-Adjusted Life Years),Guatemala,Female,Age-standardized,Headache disorders,Rate,2000,731.7336358,1633.082609,132.4714937
DALYs (Disability-Adjusted Life Years),Guatemala,Both,Age-standardized,Headache disorders,Rate,2000,558.9394967,1232.768261,106.9021602
DALYs (Disability-Adjusted Life Years),Albania,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1481.656028,2007.600485,1054.922754
DALYs (Disability-Adjusted Life Years),Albania,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,1583.619631,2113.87726,1122.471937
DALYs (Disability-Adjusted Life Years),Albania,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1532.105365,2054.20457,1095.403431
DALYs (Disability-Adjusted Life Years),Bahrain,Male,Age-standardized,Headache disorders,Rate,2000,509.0783214,1091.877349,127.3008452
DALYs (Disability-Adjusted Life Years),Bahrain,Female,Age-standardized,Headache disorders,Rate,2000,824.5796158,1845.603921,185.8579763
DALYs (Disability-Adjusted Life Years),Bahrain,Both,Age-standardized,Headache disorders,Rate,2000,636.6503376,1380.651857,151.2338312
DALYs (Disability-Adjusted Life Years),Cyprus,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1889.156268,2533.206177,1344.575525
DALYs (Disability-Adjusted Life Years),Cyprus,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,2459.28727,3252.400584,1778.386929
DALYs (Disability-Adjusted Life Years),Cyprus,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,2180.000321,2896.33974,1566.383371
DALYs (Disability-Adjusted Life Years),Guam,Male,Age-standardized,Headache disorders,Rate,2000,445.6418777,968.9179979,87.15583197
DALYs (Disability-Adjusted Life Years),Guam,Female,Age-standardized,Headache disorders,Rate,2000,675.9718391,1540.732408,109.1543435
DALYs (Disability-Adjusted Life Years),Guam,Both,Age-standardized,Headache disorders,Rate,2000,558.4417047,1251.842444,97.71085615
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1588.758329,2107.41808,1135.480381
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,2600.279945,3464.818077,1854.933466
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,2096.519649,2785.329683,1496.75438
DALYs (Disability-Adjusted Life Years),Oman,Male,Age-standardized,Headache disorders,Rate,2000,510.1857121,1084.288619,128.5189577
DALYs (Disability-Adjusted Life Years),Oman,Female,Age-standardized,Headache disorders,Rate,2000,830.5144729,1836.33232,190.0527685
DALYs (Disability-Adjusted Life Years),Oman,Both,Age-standardized,Headache disorders,Rate,2000,637.3026285,1376.919068,151.5875142
DALYs (Disability-Adjusted Life Years),Burundi,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1154.4207,1544.04983,822.6670454
DALYs (Disability-Adjusted Life Years),Burundi,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,1161.221473,1577.216075,814.2728772
DALYs (Disability-Adjusted Life Years),Burundi,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1157.764284,1555.260067,818.0303234
DALYs (Disability-Adjusted Life Years),Afghanistan,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1215.478983,1634.989606,863.4376649
DALYs (Disability-Adjusted Life Years),Afghanistan,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,1506.840653,2041.998933,1037.424722
DALYs (Disability-Adjusted Life Years),Afghanistan,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1368.451753,1836.253463,968.5064012
DALYs (Disability-Adjusted Life Years),Georgia,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1059.2542,1438.771779,749.2919205
DALYs (Disability-Adjusted Life Years),Georgia,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,1464.225189,1972.971004,1037.130359
DALYs (Disability-Adjusted Life Years),Georgia,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1283.358431,1730.614597,906.6205724
DALYs (Disability-Adjusted Life Years),Guatemala,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1368.699703,1830.030463,961.5641554
DALYs (Disability-Adjusted Life Years),Guatemala,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,1959.362688,2576.834183,1400.977975
DALYs (Disability-Adjusted Life Years),Guatemala,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1678.905877,2235.079221,1189.187509
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Male,Age-standardized,Headache disorders,Rate,2010,332.855677,666.9095223,102.0268838
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Female,Age-standardized,Headache disorders,Rate,2010,568.857445,1222.982136,130.7061064
DALYs (Disability-Adjusted Life Years),Brunei Darussalam,Both,Age-standardized,Headache disorders,Rate,2010,447.4425022,931.5316399,116.7594706
DALYs (Disability-Adjusted Life Years),San Marino,Male,Age-standardized,Headache disorders,Rate,2000,482.1566906,1049.722866,86.71585878
DALYs (Disability-Adjusted Life Years),San Marino,Female,Age-standardized,Headache disorders,Rate,2000,961.0889439,2144.038883,185.071113
DALYs (Disability-Adjusted Life Years),San Marino,Both,Age-standardized,Headache disorders,Rate,2000,725.6008855,1588.044971,137.5946637
DALYs (Disability-Adjusted Life Years),Viet Nam,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1543.997422,2070.741151,1100.140753
DALYs (Disability-Adjusted Life Years),Viet Nam,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,1896.909468,2526.554628,1365.960975
DALYs (Disability-Adjusted Life Years),Viet Nam,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1735.978724,2305.104268,1243.71454
DALYs (Disability-Adjusted Life Years),Republic of Korea,Male,Age-standardized,Musculoskeletal disorders,Rate,2010,1728.826673,2284.376569,1234.35598
DALYs (Disability-Adjusted Life Years),Republic of Korea,Female,Age-standardized,Musculoskeletal disorders,Rate,2010,2801.964965,3778.549454,1980.185366
DALYs (Disability-Adjusted Life Years),Republic of Korea,Both,Age-standardized,Musculoskeletal disorders,Rate,2010,2292.163034,3076.738899,1629.50793
DALYs (Disability-Adjusted Life Years),Monaco,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1795.034798,2392.133611,1270.27981
DALYs (Disability-Adjusted Life Years),Monaco,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,2445.763192,3237.075928,1726.857666
DALYs (Disability-Adjusted Life Years),Monaco,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,2127.689881,2821.039302,1512.760604
DALYs (Disability-Adjusted Life Years),India,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1228.170843,1607.888099,895.988532
DALYs (Disability-Adjusted Life Years),India,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,2003.336994,2584.526631,1462.036554
DALYs (Disability-Adjusted Life Years),India,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1605.999312,2082.68768,1177.319904
DALYs (Disability-Adjusted Life Years),South Sudan,Male,Age-standardized,Headache disorders,Rate,2000,309.9926163,620.4748466,92.51017506
DALYs (Disability-Adjusted Life Years),South Sudan,Female,Age-standardized,Headache disorders,Rate,2000,477.8827721,982.9584518,136.5872217
DALYs (Disability-Adjusted Life Years),South Sudan,Both,Age-standardized,Headache disorders,Rate,2000,388.7771992,786.1712112,113.9806195
DALYs (Disability-Adjusted Life Years),Malaysia,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1479.245127,1985.486212,1069.963618
DALYs (Disability-Adjusted Life Years),Malaysia,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,2081.804275,2718.249442,1526.456499
DALYs (Disability-Adjusted Life Years),Malaysia,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1779.303514,2350.182854,1295.065461
DALYs (Disability-Adjusted Life Years),Japan,Male,Age-standardized,Headache disorders,Rate,2010,342.5049861,692.9779321,111.4893543
DALYs (Disability-Adjusted Life Years),Japan,Female,Age-standardized,Headache disorders,Rate,2010,603.5036247,1295.649483,142.3265977
DALYs (Disability-Adjusted Life Years),Japan,Both,Age-standardized,Headache disorders,Rate,2010,471.902197,986.6065286,127.5158621
DALYs (Disability-Adjusted Life Years),Burundi,Male,Age-standardized,Musculoskeletal disorders,Rate,2010,1161.609457,1551.853342,824.0236297
DALYs (Disability-Adjusted Life Years),Burundi,Female,Age-standardized,Musculoskeletal disorders,Rate,2010,1142.791362,1557.73684,791.514071
DALYs (Disability-Adjusted Life Years),Burundi,Both,Age-standardized,Musculoskeletal disorders,Rate,2010,1150.833356,1556.009349,807.573271
DALYs (Disability-Adjusted Life Years),Comoros,Male,Age-standardized,Musculoskeletal disorders,Rate,2010,1342.777422,1794.548964,962.7377383
DALYs (Disability-Adjusted Life Years),Comoros,Female,Age-standardized,Musculoskeletal disorders,Rate,2010,1307.401447,1743.508084,931.7729271
DALYs (Disability-Adjusted Life Years),Comoros,Both,Age-standardized,Musculoskeletal disorders,Rate,2010,1326.119631,1769.717732,946.5836602
DALYs (Disability-Adjusted Life Years),Equatorial Guinea,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1267.926662,1688.550777,915.9833878
DALYs (Disability-Adjusted Life Years),Equatorial Guinea,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,1445.056964,1925.461342,1046.008223
DALYs (Disability-Adjusted Life Years),Equatorial Guinea,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1371.090552,1830.048256,995.027497
DALYs (Disability-Adjusted Life Years),Slovakia,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1540.971855,2048.88889,1095.273478
DALYs (Disability-Adjusted Life Years),Slovakia,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,1535.16771,2031.541531,1089.381232
DALYs (Disability-Adjusted Life Years),Slovakia,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1533.01026,2034.014477,1091.605047
DALYs (Disability-Adjusted Life Years),Malawi,Male,Age-standardized,Headache disorders,Rate,2010,312.9423819,632.0570969,90.15451149
DALYs (Disability-Adjusted Life Years),Malawi,Female,Age-standardized,Headache disorders,Rate,2010,482.741854,997.930751,138.7560951
DALYs (Disability-Adjusted Life Years),Malawi,Both,Age-standardized,Headache disorders,Rate,2010,401.0284291,817.1090401,115.5605843
DALYs (Disability-Adjusted Life Years),Mozambique,Male,Age-standardized,Headache disorders,Rate,2010,309.8471658,625.2116681,90.69833195
DALYs (Disability-Adjusted Life Years),Mozambique,Female,Age-standardized,Headache disorders,Rate,2010,481.6485483,989.0201395,137.2002736
DALYs (Disability-Adjusted Life Years),Mozambique,Both,Age-standardized,Headache disorders,Rate,2010,401.1300935,815.7020949,117.2753894
DALYs (Disability-Adjusted Life Years),Mauritius,Male,Age-standardized,Headache disorders,Rate,2010,488.3472519,1084.447576,86.30181918
DALYs (Disability-Adjusted Life Years),Mauritius,Female,Age-standardized,Headache disorders,Rate,2010,762.6951875,1817.876744,108.4636153
DALYs (Disability-Adjusted Life Years),Mauritius,Both,Age-standardized,Headache disorders,Rate,2010,626.3127741,1440.730567,97.31554752
DALYs (Disability-Adjusted Life Years),Croatia,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1473.72997,1961.840926,1053.753478
DALYs (Disability-Adjusted Life Years),Croatia,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,1726.186058,2288.773688,1242.03226
DALYs (Disability-Adjusted Life Years),Croatia,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1602.703819,2128.403521,1148.179753
DALYs (Disability-Adjusted Life Years),Tuvalu,Male,Age-standardized,Headache disorders,Rate,2000,444.0541087,957.0402788,89.64712011
DALYs (Disability-Adjusted Life Years),Tuvalu,Female,Age-standardized,Headache disorders,Rate,2000,671.6317295,1537.2537,107.5167281
DALYs (Disability-Adjusted Life Years),Tuvalu,Both,Age-standardized,Headache disorders,Rate,2000,562.5196994,1254.593069,98.82455511
DALYs (Disability-Adjusted Life Years),Dominican Republic,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1237.809173,1648.587674,887.963257
DALYs (Disability-Adjusted Life Years),Dominican Republic,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,1524.559429,2011.080196,1099.747052
DALYs (Disability-Adjusted Life Years),Dominican Republic,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1384.095432,1834.102465,997.504601
DALYs (Disability-Adjusted Life Years),Comoros,Male,Age-standardized,Headache disorders,Rate,2000,313.4733698,637.7458918,91.61563146
DALYs (Disability-Adjusted Life Years),Comoros,Female,Age-standardized,Headache disorders,Rate,2000,485.6661369,1003.154953,137.9947504
DALYs (Disability-Adjusted Life Years),Comoros,Both,Age-standardized,Headache disorders,Rate,2000,402.0870936,816.6259539,116.0026226
DALYs (Disability-Adjusted Life Years),Ecuador,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1339.220839,1764.999754,956.1089733
DALYs (Disability-Adjusted Life Years),Ecuador,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,1748.094179,2298.784756,1258.555875
DALYs (Disability-Adjusted Life Years),Ecuador,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1547.747497,2030.645417,1111.275883
DALYs (Disability-Adjusted Life Years),Palestine,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1315.625457,1789.391568,907.7180676
DALYs (Disability-Adjusted Life Years),Palestine,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,1685.547863,2246.614667,1180.441583
DALYs (Disability-Adjusted Life Years),Palestine,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1507.476002,2032.138926,1056.915218
DALYs (Disability-Adjusted Life Years),Indonesia,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1647.566714,2197.34812,1179.89253
DALYs (Disability-Adjusted Life Years),Indonesia,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,2278.441143,3003.90492,1655.450855
DALYs (Disability-Adjusted Life Years),Indonesia,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1969.346404,2602.102346,1418.947015
DALYs (Disability-Adjusted Life Years),Seychelles,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1608.300337,2160.864392,1145.398906
DALYs (Disability-Adjusted Life Years),Seychelles,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,2052.053307,2729.587779,1482.125266
DALYs (Disability-Adjusted Life Years),Seychelles,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1839.434839,2456.067648,1324.771358
DALYs (Disability-Adjusted Life Years),New Zealand,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1470.602753,1961.410391,1046.640407
DALYs (Disability-Adjusted Life Years),New Zealand,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,2097.854348,2801.613022,1504.738437
DALYs (Disability-Adjusted Life Years),New Zealand,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1797.167998,2411.598291,1286.437675
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Male,Age-standardized,Headache disorders,Rate,2000,417.3496703,847.438054,120.4229741
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Female,Age-standardized,Headache disorders,Rate,2000,741.8069683,1551.179518,197.0089893
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,Headache disorders,Rate,2000,580.0441691,1201.719912,159.5356315
DALYs (Disability-Adjusted Life Years),United Kingdom,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,2124.629496,2818.30388,1530.899191
DALYs (Disability-Adjusted Life Years),United Kingdom,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,2801.031785,3696.345008,2030.440291
DALYs (Disability-Adjusted Life Years),United Kingdom,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,2477.281878,3270.878554,1789.264545
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1244.889859,1667.853802,873.1131632
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,1594.444336,2127.462931,1143.287039
DALYs (Disability-Adjusted Life Years),Republic of Moldova,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1435.374677,1919.354116,1020.797654
DALYs (Disability-Adjusted Life Years),Iceland,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,2094.863109,2888.006543,1458.940305
DALYs (Disability-Adjusted Life Years),Iceland,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,2772.973961,3738.04619,1983.45475
DALYs (Disability-Adjusted Life Years),Iceland,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,2438.032611,3302.586595,1725.464563
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1331.354499,1775.724047,947.3605233
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,1398.317909,1876.809092,991.769259
DALYs (Disability-Adjusted Life Years),Bosnia and Herzegovina,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1362.868075,1823.918987,973.4036343
DALYs (Disability-Adjusted Life Years),Fiji,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1623.917063,2142.626658,1177.216636
DALYs (Disability-Adjusted Life Years),Fiji,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,2110.413092,2768.273065,1533.052665
DALYs (Disability-Adjusted Life Years),Fiji,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1870.766426,2460.095303,1358.111053
DALYs (Disability-Adjusted Life Years),Bangladesh,Male,Age-standardized,Headache disorders,Rate,2000,459.4585599,1030.505733,75.02150608
DALYs (Disability-Adjusted Life Years),Bangladesh,Female,Age-standardized,Headache disorders,Rate,2000,679.8335306,1518.319361,109.1021504
DALYs (Disability-Adjusted Life Years),Bangladesh,Both,Age-standardized,Headache disorders,Rate,2000,564.8149966,1247.194117,90.43967467
DALYs (Disability-Adjusted Life Years),Denmark,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,2195.487076,2938.741512,1577.19526
DALYs (Disability-Adjusted Life Years),Denmark,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,2857.878283,3766.010953,2078.640016
DALYs (Disability-Adjusted Life Years),Denmark,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,2535.827174,3355.192461,1835.25354
DALYs (Disability-Adjusted Life Years),Kiribati,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1608.489143,2113.305118,1170.449012
DALYs (Disability-Adjusted Life Years),Kiribati,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,2061.840207,2712.061578,1495.850427
DALYs (Disability-Adjusted Life Years),Kiribati,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1853.946857,2443.985043,1346.826595
DALYs (Disability-Adjusted Life Years),Saint Kitts and Nevis,Male,Age-standardized,Headache disorders,Rate,2000,388.7007731,831.5575412,81.25923485
DALYs (Disability-Adjusted Life Years),Saint Kitts and Nevis,Female,Age-standardized,Headache disorders,Rate,2000,711.0620706,1605.500709,132.6298495
DALYs (Disability-Adjusted Life Years),Saint Kitts and Nevis,Both,Age-standardized,Headache disorders,Rate,2000,550.4142605,1209.89973,107.8480396
DALYs (Disability-Adjusted Life Years),Sudan,Male,Age-standardized,Headache disorders,Rate,2000,508.7568363,1079.928522,125.4135956
DALYs (Disability-Adjusted Life Years),Sudan,Female,Age-standardized,Headache disorders,Rate,2000,826.1606956,1840.813628,189.482353
DALYs (Disability-Adjusted Life Years),Sudan,Both,Age-standardized,Headache disorders,Rate,2000,666.9938673,1443.227803,156.1464065
DALYs (Disability-Adjusted Life Years),Bangladesh,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1484.120384,1950.890434,1076.041666
DALYs (Disability-Adjusted Life Years),Bangladesh,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,2354.599694,3059.453293,1724.986156
DALYs (Disability-Adjusted Life Years),Bangladesh,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1885.625087,2457.765368,1368.6183
DALYs (Disability-Adjusted Life Years),Tokelau,Male,Age-standardized,Headache disorders,Rate,2000,444.9688022,958.931891,88.13792905
DALYs (Disability-Adjusted Life Years),Tokelau,Female,Age-standardized,Headache disorders,Rate,2000,671.9960855,1532.431048,106.209713
DALYs (Disability-Adjusted Life Years),Tokelau,Both,Age-standardized,Headache disorders,Rate,2000,563.3412957,1250.067796,98.00539265
DALYs (Disability-Adjusted Life Years),Togo,Male,Age-standardized,Headache disorders,Rate,2000,484.2161923,1045.595625,100.43241
DALYs (Disability-Adjusted Life Years),Togo,Female,Age-standardized,Headache disorders,Rate,2000,716.1510344,1603.364185,144.488975
DALYs (Disability-Adjusted Life Years),Togo,Both,Age-standardized,Headache disorders,Rate,2000,606.8964625,1329.682699,123.8884238
DALYs (Disability-Adjusted Life Years),Japan,Male,Age-standardized,Headache disorders,Rate,2000,319.7954517,644.3727909,108.7604171
DALYs (Disability-Adjusted Life Years),Japan,Female,Age-standardized,Headache disorders,Rate,2000,601.6785899,1308.863759,141.1738243
DALYs (Disability-Adjusted Life Years),Japan,Both,Age-standardized,Headache disorders,Rate,2000,459.8062388,961.6706367,125.3545158
DALYs (Disability-Adjusted Life Years),Oman,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1488.328678,1986.44613,1072.456216
DALYs (Disability-Adjusted Life Years),Oman,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,1806.603821,2365.982405,1307.538978
DALYs (Disability-Adjusted Life Years),Oman,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1618.307202,2142.616008,1170.596102
DALYs (Disability-Adjusted Life Years),Latvia,Male,Age-standardized,Headache disorders,Rate,2000,412.3021887,798.0496357,143.0377252
DALYs (Disability-Adjusted Life Years),Latvia,Female,Age-standardized,Headache disorders,Rate,2000,797.094926,1597.544535,261.1668545
DALYs (Disability-Adjusted Life Years),Latvia,Both,Age-standardized,Headache disorders,Rate,2000,613.6344586,1219.175343,205.7989319
DALYs (Disability-Adjusted Life Years),Marshall Islands,Male,Age-standardized,Musculoskeletal disorders,Rate,2000,1546.701423,2062.689428,1120.165786
DALYs (Disability-Adjusted Life Years),Marshall Islands,Female,Age-standardized,Musculoskeletal disorders,Rate,2000,2060.378233,2729.735407,1489.558641
DALYs (Disability-Adjusted Life Years),Marshall Islands,Both,Age-standardized,Musculoskeletal disorders,Rate,2000,1796.025683,2370.522252,1300.351001
DALYs (Disability-Adjusted Life Years),United States Virgin Islands,Male,Age-standardized,Headache disorders,Rate,2000,389.997705,844.6066261,80.35785742
DALYs (Disability-Adjusted Life Years),United States Virgin Islands,Female,Age-standardized,Headache disorders,Rate,2000,713.9100969,1615.758495,132.5967687
